"cropDefaultsID";"cropName";"plantDate";"growth10PcntDate";"growthMaxDate";"growthDeclineDate";"growthEndDate";"kc1";"kc2";"kc3";"mad";"rz_val1";"rz_val2";"postCuttingFlatDays";"postCuttingRecoveryDays";"status";"cropRegion"
18920;"Flax";125;142;181;218;242;0.2;0.9;0.3;40.0;3.6;36.0;-1;-1;1;1020
19020;"Grass (Hay)";121;131;161;181;276;0.5;0.9;0.72;50.0;12.0;36.0;5;10;1;1020
19120;"Grass (Pasture)";121;128;159;185;276;0.25;0.65;0.5;50.0;24.0;36.0;-1;-1;1;1020
19220;"Lentils";125;130;165;185;225;0.25;0.88;0.3;40.0;6.0;30.0;-1;-1;1;1020
19320;"Oats";135;145;168;184;232;0.25;0.9;0.7;40.0;3.6;42.0;-1;-1;1;1020
19420;"Onions (dry)";112;144;184;234;261;0.5;0.95;0.55;35.0;2.4;18.0;-1;-1;1;1020
19520;"Peas";121;128;194;205;229;0.3;0.95;0.5;40.0;6.0;30.0;-1;-1;1;1020
19620;"Potatoes";127;140;181;220;253;0.4;0.95;0.6;35.0;12.0;24.0;-1;-1;1;1020
19720;"Soybeans";135;154;185;235;260;0.36;0.9;0.3;50.0;6.0;36.0;-1;-1;1;1020
19820;"Spearmint";115;124;165;212;243;0.25;0.93;0.8;40.0;18.0;24.0;7;14;1;1020
19920;"Sugarbeets";117;135;195;239;276;0.25;0.94;0.7;40.0;6.0;42.0;-1;-1;1;1020
20020;"Sunflowers";115;142;178;220;280;0.25;0.92;0.29;65.0;6.0;54.0;-1;-1;1;1020
20120;"Timothy";121;132;165;188;253;0.3;0.9;0.5;40.0;3.6;36.0;7;14;1;1020
20220;"Triticale";125;147;181;195;245;0.25;0.95;0.7;40.0;4.0;36.0;-1;-1;1;1020
20320;"Wheat";125;147;181;195;245;0.25;0.95;0.7;40.0;3.6;42.0;-1;-1;1;1020
20420;"Wheat Winter";115;129;160;182;224;0.25;0.95;0.7;40.0;12.0;42.0;-1;-1;1;1020
20450;"Walnuts";91;110;122;250;278;0.45;0.95;0.55;50.0;42.0;42.0;-1;-1;1;720
20550;"Barley";92;100;160;195;213;0.3;0.88;0.7;50.0;3.6;30.0;-1;-1;1;720
20650;"Barley";92;100;160;195;213;0.3;0.88;0.7;50.0;3.6;30.0;-1;-1;1;820
20750;"Hops";110;158;230;250;274;0.25;1.05;0.2;50.0;36.0;48.0;-1;-1;1;920
29350;"Sugarbeets";72;90;150;194;231;0.25;0.94;0.7;50.0;6.0;42.0;-1;-1;1;1150
29250;"Strawberries";35;48;119;162;233;0.33;0.7;0.55;30.0;12.0;18.0;-1;-1;1;1150
29150;"Squash";91;116;167;205;233;0.4;0.8;0.6;50.0;6.0;42.0;-1;-1;1;1150
29050;"Spinach";240;244;293;331;340;0.55;0.8;0.75;25.0;6.0;18.0;-1;-1;1;1150
28950;"Soybeans";76;95;130;190;215;0.36;0.96;0.3;55.0;6.0;36.0;-1;-1;1;1150
28850;"Sorghum (summer)";180;200;235;280;310;0.25;0.9;0.85;55.0;6.0;24.0;-1;-1;1;1150
28750;"Sorghum (spring)";105;125;160;205;235;0.25;0.9;0.85;55.0;6.0;24.0;-1;-1;1;1150
28650;"Safflower";45;53;98;148;175;0.2;1.08;0.25;55.0;6.0;60.0;-1;-1;1;1150
28550;"Radishes";50;51;65;78;80;0.53;0.72;0.67;40.0;6.0;12.0;-1;-1;1;1150
28450;"Pumpkin";91;116;167;205;233;0.42;0.83;0.67;45.0;6.0;36.0;-1;-1;1;1150
28350;"Potatoes";82;95;141;175;208;0.4;0.99;0.6;35.0;12.0;24.0;-1;-1;1;1150
28250;"Peppers";91;108;150;187;198;0.4;0.88;0.88;35.0;6.0;24.0;-1;-1;1;1150
28150;"Peas";45;52;118;129;153;0.3;0.93;0.5;40.0;6.0;30.0;-1;-1;1;1150
28050;"Peaches";65;67;100;175;233;0.39;1.12;0.5;50.0;36.0;36.0;-1;-1;1;1150
27950;"Onions (green)";29;54;84;94;99;0.5;1.0;1.0;35.0;6.0;18.0;-1;-1;1;1150
27850;"Onions (dry)";45;77;117;167;194;0.5;0.95;0.55;35.0;2.4;18.0;-1;-1;1;1150
27750;"Melons (fall)";180;184;218;284;322;0.25;0.8;0.6;40.0;6.0;30.0;-1;-1;1;1150
27650;"Melons (spring)";91;95;129;195;233;0.25;0.8;0.6;40.0;6.0;30.0;-1;-1;1;1150
27550;"Lettuce";240;250;270;330;330;0.58;0.83;0.79;25.0;2.4;18.0;-1;-1;1;1150
27450;"Grass (Turf)";90;98;126;262;296;0.6;0.65;0.65;50.0;12.0;12.0;-1;-1;1;1150
27350;"Grass (Tall Pasture)";90;97;128;254;288;0.25;0.8;0.5;55.0;24.0;36.0;-1;-1;1;1150
27250;"Grass (Pasture)";90;97;128;254;288;0.25;0.7;0.5;55.0;24.0;36.0;-1;-1;1;1150
27150;"Grass (Hay)";90;100;130;219;288;0.5;0.9;0.72;55.0;12.0;36.0;5;10;1;1150
27050;"Grapes (wine)";70;85;165;232;233;0.15;0.7;0.7;65.0;42.0;60.0;-1;-1;1;1150
26950;"Grapes (juice)";65;69;135;232;233;0.25;0.9;0.75;40.0;36.0;36.0;-1;-1;1;1150
26850;"Grain (Spring)";30;38;98;133;151;0.25;0.95;0.7;50.0;4.0;42.0;-1;-1;1;1150
26750;"Garlic";46;74;115;173;198;0.58;0.83;0.57;30.0;6.0;18.0;-1;-1;1;1150
26650;"Cucumbers";91;95;129;195;233;0.5;0.7;0.7;40.0;6.0;24.0;-1;-1;1;1150
26550;"Corn (sweet)";85;107;158;185;195;0.25;1.0;0.86;40.0;4.8;30.0;-1;-1;1;1150
26450;"Corn (grain)";105;127;177;212;235;0.2;1.1;0.3;50.0;4.8;36.0;-1;-1;1;1150
26350;"Celery";82;95;141;175;208;0.65;0.8;0.8;40.0;2.4;18.0;-1;-1;1;1150
26250;"Cauliflower";240;241;282;340;365;0.58;0.87;0.79;35.0;2.4;24.0;-1;-1;1;1150
26150;"Carrots";46;74;115;175;198;0.7;0.85;0.75;35.0;2.4;24.0;-1;-1;1;1150
26050;"Canteloup";91;108;150;184;198;0.42;0.71;0.5;50.0;6.0;36.0;-1;-1;1;1150
25950;"Cabbage";240;241;282;340;365;0.25;1.0;0.25;40.0;6.0;24.0;-1;-1;1;1150
25850;"Brussel Sprouts";240;241;282;340;365;0.58;0.88;0.79;35.0;2.4;24.0;-1;-1;1;1150
25750;"Broccoli";240;241;282;340;365;0.5;0.87;0.8;35.0;2.4;24.0;-1;-1;1;1150
25650;"Beans (dry)";101;111;146;166;197;0.25;0.95;0.3;50.0;4.8;30.0;-1;-1;1;1150
25550;"Asparagus";75;85;169;215;233;0.36;1.0;0.87;55.0;42.0;60.0;-1;-1;1;1150
25450;"Alfalfa";31;40;62;79;218;0.33;1.07;0.95;55.0;48.0;60.0;7;14;1;1150
29450;"Sunflowers";60;85;120;165;189;0.25;0.92;0.29;65.0;6.0;54.0;-1;-1;1;1150
29550;"Tomatoes";91;108;150;184;198;0.5;0.95;0.7;40.0;6.0;36.0;-1;-1;1;1150
29650;"Tubers";35;48;119;162;233;0.42;0.92;0.79;40.0;6.0;42.0;-1;-1;1;1150
29750;"Watermelon";75;100;135;180;204;0.33;0.85;0.85;40.0;6.0;36.0;-1;-1;1;1150
29850;"Corn (silage)";75;97;147;182;205;0.25;1.0;1.0;50.0;4.8;42.0;-1;-1;1;1150
29950;"Cotton";105;127;177;270;300;0.25;1.0;0.86;50.0;4.8;42.0;-1;-1;1;1150
30150;"Poplar Yr1";91;95;150;151;280;0.35;0.44;0.62;50.0;18.0;36.0;-1;-1;1;720
30250;"Poplar Yr1";91;95;150;151;280;0.35;0.44;0.62;50.0;18.0;36.0;-1;-1;1;820
30350;"Poplar Yr1";121;125;180;181;280;0.35;0.44;0.62;50.0;18.0;36.0;-1;-1;1;920
30450;"Poplar Yr2";91;95;150;240;280;0.35;0.87;0.87;50.0;36.0;36.0;-1;-1;1;720
30550;"Poplar Yr2";91;95;150;240;280;0.35;0.87;0.87;50.0;36.0;36.0;-1;-1;1;820
30650;"Poplar Yr2";121;125;180;270;280;0.35;0.87;0.87;50.0;36.0;36.0;-1;-1;1;920
30750;"Poplar Yr3+";91;95;150;240;280;0.35;1.08;0.9;50.0;36.0;36.0;-1;-1;1;720
30850;"Poplar Yr3+";91;95;150;240;280;0.35;1.08;0.9;50.0;36.0;36.0;-1;-1;1;820
30950;"Poplar Yr3+";121;125;180;270;280;0.35;1.08;0.9;50.0;36.0;36.0;-1;-1;1;920
31050;"Timothy";80;87;118;244;278;0.3;0.9;0.5;40.0;12.0;36.0;7;14;1;720
31150;"Timothy";91;97;128;254;278;0.3;0.9;0.5;40.0;12.0;36.0;7;14;1;820
31250;"Timothy";110;117;148;274;278;0.3;0.9;0.5;40.0;12.0;36.0;7;14;1;920
31350;"Triticale (for forage)";122;130;190;199;200;0.25;0.95;0.7;50.0;4.0;24.0;-1;-1;1;920
31450;"Triticale (for forage)";92;100;160;169;170;0.25;0.95;0.7;50.0;4.0;24.0;-1;-1;1;820
31550;"Triticale (for forage)";92;100;160;169;170;0.25;0.95;0.7;50.0;4.0;24.0;-1;-1;1;720
31650;"Alfalfa";105;114;136;151;268;0.33;1.07;0.95;55.0;48.0;48.0;6;12;1;1450
31750;"Apples";114;126;163;243;280;0.39;1.05;0.5;50.0;36.0;36.0;-1;-1;1;1450
31850;"Apricots";114;126;163;224;268;0.39;1.1;0.5;50.0;36.0;36.0;-1;-1;1;1450
31950;"Asparagus";134;144;219;250;268;0.36;1.0;0.87;55.0;36.0;48.0;-1;-1;1;1450
32050;"Barley";106;114;174;199;210;0.3;0.88;0.7;50.0;3.6;36.0;-1;-1;1;1450
32150;"Beans (dry)";160;166;199;206;232;0.25;0.95;0.3;50.0;4.8;24.0;-1;-1;1;1450
32250;"Beans (green)";160;164;194;212;218;0.25;0.95;0.8;40.0;4.8;24.0;-1;-1;1;1450
32350;"Beets (table)";131;149;209;232;266;0.4;0.88;0.79;35.0;2.4;30.0;-1;-1;1;1450
32450;"Bluegrass Seed";86;94;140;173;196;0.25;0.95;0.25;50.0;12.0;30.0;-1;-1;1;1450
32550;"Canola";90;97;136;182;187;0.35;0.9;0.35;55.0;6.0;48.0;-1;-1;1;1450
32650;"Cheatgrass";74;76;97;110;128;0.25;0.8;0.25;65.0;6.0;30.0;-1;-1;1;1450
32750;"Cherries";124;126;155;224;268;0.39;1.12;0.5;50.0;42.0;42.0;-1;-1;1;1450
32850;"Clover";105;109;131;234;268;0.33;0.92;0.75;45.0;24.0;30.0;6;12;1;1450
32950;"Corn (grain)";149;171;215;240;256;0.25;1.0;0.75;50.0;5.0;36.0;-1;-1;1;1450
33050;"Corn (sweet)";144;161;217;241;244;0.25;1.0;0.86;40.0;4.8;30.0;-1;-1;1;1450
33150;"Grain (Spring)";106;114;174;199;210;0.25;0.95;0.7;50.0;4.0;36.0;-1;-1;1;1450
33250;"Grain (Winter)";80;99;142;188;200;0.25;0.95;0.7;55.0;12.0;36.0;-1;-1;1;1450
33350;"Grapes (juice)";124;128;194;267;268;0.25;0.9;0.75;40.0;36.0;36.0;-1;-1;1;1450
33450;"Grapes (wine)";124;149;224;267;268;0.15;0.7;0.7;65.0;36.0;36.0;-1;-1;1;1450
33550;"Grass (Hay)";94;104;134;206;268;0.5;0.9;0.72;50.0;24.0;30.0;5;12;1;1450
33650;"Grass (Pasture)";94;101;132;234;268;0.25;0.65;0.5;50.0;24.0;30.0;-1;-1;1;1450
33750;"Grass (Tall Pasture)";94;101;132;234;268;0.25;0.75;0.5;50.0;24.0;30.0;-1;-1;1;1450
33850;"Grass (Turf)";86;94;122;234;268;0.6;0.65;0.65;50.0;12.0;18.0;-1;-1;1;1450
33950;"Hops";124;165;237;251;264;0.25;1.05;0.2;50.0;36.0;48.0;-1;-1;1;1450
34050;"Lentils";119;129;169;186;219;0.25;0.95;0.3;50.0;6.0;30.0;-1;-1;1;1450
34150;"Onions (dry)";104;136;176;216;243;0.5;0.95;0.55;35.0;2.4;18.0;-1;-1;1;1450
34250;"Onions (green)";88;99;136;150;155;0.5;1.0;1.0;35.0;6.0;18.0;-1;-1;1;1450
34350;"Ornamental Flowers";131;149;209;229;253;0.4;0.88;0.79;35.0;2.4;30.0;-1;-1;1;1450
34450;"Peaches";124;126;159;224;268;0.39;1.12;0.5;50.0;36.0;36.0;-1;-1;1;1450
34550;"Pears";124;126;163;230;268;0.39;1.15;0.5;50.0;36.0;36.0;-1;-1;1;1450
34650;"Pears_Plums";124;126;163;241;268;0.39;1.15;0.5;50.0;42.0;42.0;-1;-1;1;1450
34750;"Peas";104;111;170;178;202;0.3;0.95;0.5;40.0;6.0;30.0;-1;-1;1;1450
34850;"Peppermint";100;107;170;260;268;0.25;0.98;0.85;40.0;18.0;24.0;7;14;1;1450
34950;"Peppers";150;160;238;239;257;0.5;0.88;0.88;35.0;6.0;24.0;-1;-1;1;1450
35050;"Plums";124;126;163;236;268;0.2;1.05;0.5;50.0;36.0;36.0;-1;-1;1;1450
35150;"Potatoes";141;154;200;224;257;0.4;0.99;0.56;35.0;12.0;24.0;-1;-1;1;1450
35250;"Pumpkin";150;168;222;247;268;0.42;0.83;0.67;45.0;6.0;36.0;-1;-1;1;1450
35350;"Radishes";109;110;124;127;129;0.53;0.72;0.67;40.0;6.0;12.0;-1;-1;1;1450
35450;"Raspberries";104;109;158;224;268;0.2;1.08;0.7;50.0;42.0;48.0;-1;-1;1;1450
35550;"Safflower";104;112;157;196;222;0.2;1.08;0.25;55.0;6.0;60.0;-1;-1;1;1450
35650;"Shade Trees";114;126;163;237;280;0.39;1.05;0.5;50.0;42.0;42.0;-1;-1;1;1450
35750;"Shrubs";104;109;158;224;268;0.2;1.08;0.7;50.0;36.0;36.0;-1;-1;1;1450
35850;"Sorghum";144;161;199;227;250;0.25;0.9;0.85;55.0;6.0;24.0;-1;-1;1;1450
35950;"Soybeans";135;147;189;225;250;0.36;0.96;0.3;55.0;6.0;36.0;-1;-1;1;1450
36050;"Spearmint";124;138;179;216;247;0.25;0.93;0.8;40.0;18.0;24.0;7;14;1;1450
36150;"Strawberries";94;107;178;204;268;0.33;0.7;0.55;30.0;12.0;18.0;-1;-1;1;1450
36250;"Sugarbeets";131;149;209;236;266;0.25;0.94;0.7;50.0;3.6;36.0;-1;-1;1;1450
36350;"Sunflowers";119;144;179;214;238;0.25;0.92;0.29;65.0;6.0;54.0;-1;-1;1;1450
36450;"Tomatoes";150;160;209;226;240;0.5;0.95;0.7;40.0;6.0;36.0;-1;-1;1;1450
36550;"Tubers";94;107;178;204;268;0.42;0.92;0.79;40.0;6.0;42.0;-1;-1;1;1450
36650;"Vegetables";131;149;209;229;266;0.4;0.88;0.79;35.0;2.4;18.0;-1;-1;1;1450
36750;"Watermelon";119;144;179;214;238;0.33;0.85;0.85;35.0;6.0;42.0;-1;-1;1;1450
36850;"Wheat (spring)";106;114;174;199;210;0.25;0.95;0.7;50.0;3.6;36.0;-1;-1;1;1450
36950;"Wheat (winter)";80;99;142;174;186;0.25;0.95;0.9;50.0;12.0;36.0;-1;-1;1;1450
37050;"Alfalfa";91;100;122;139;278;0.33;1.07;0.95;55.0;48.0;48.0;6;12;1;1250
37150;"Apples";100;112;149;240;290;0.39;1.05;0.5;50.0;36.0;36.0;-1;-1;1;1250
37250;"Apricots";100;112;149;220;278;0.39;1.1;0.5;50.0;36.0;36.0;-1;-1;1;1250
37350;"Asparagus";120;130;214;260;278;0.36;1.0;0.87;55.0;36.0;48.0;-1;-1;1;1250
37450;"Barley";92;100;160;195;213;0.3;0.88;0.6;50.0;3.6;36.0;-1;-1;1;1250
37550;"Beans (dry)";146;156;191;211;242;0.25;0.95;0.3;50.0;4.8;24.0;-1;-1;1;1250
37650;"Beans (green)";146;150;180;200;211;0.25;0.95;0.8;40.0;4.8;24.0;-1;-1;1;1250
37750;"Beets (table)";117;135;195;239;276;0.4;0.88;0.79;35.0;2.4;30.0;-1;-1;1;1250
37850;"Bluegrass Seed";72;80;126;155;192;0.25;0.95;0.25;50.0;12.0;30.0;-1;-1;1;1250
37950;"Canola";76;83;122;164;183;0.35;0.9;0.35;55.0;6.0;48.0;-1;-1;1;1250
38050;"Cheatgrass";60;62;83;104;130;0.25;0.8;0.25;65.0;6.0;30.0;-1;-1;1;1250
38150;"Cherries";110;112;141;220;278;0.39;1.12;0.5;50.0;42.0;42.0;-1;-1;1;1250
38250;"Clover";91;95;117;244;278;0.33;0.92;0.75;45.0;24.0;30.0;6;12;1;1250
38350;"Corn (grain)";135;160;201;236;259;0.25;1.0;0.75;50.0;5.0;36.0;-1;-1;1;1250
38450;"Corn (sweet)";130;152;203;230;240;0.25;1.0;0.86;40.0;4.8;30.0;-1;-1;1;1250
38550;"Grain (Spring)";92;100;160;195;213;0.25;0.95;0.7;50.0;4.0;36.0;-1;-1;1;1250
38650;"Grain (Winter)";66;85;128;184;196;0.25;0.95;0.7;55.0;12.0;36.0;-1;-1;1;1250
38750;"Grapes (juice)";110;114;180;277;278;0.25;0.9;0.75;40.0;36.0;36.0;-1;-1;1;1250
38850;"Grapes (wine)";110;135;210;277;278;0.15;0.7;0.7;65.0;36.0;36.0;-1;-1;1;1250
38950;"Grass (Pasture)";80;87;118;244;278;0.25;0.65;0.5;50.0;24.0;30.0;-1;-1;1;1250
39050;"Grass (Tall Pasture)";80;87;118;244;278;0.25;0.75;0.5;50.0;24.0;30.0;-1;-1;1;1250
39150;"Grass (Turf)";72;80;108;244;278;0.6;0.65;0.65;50.0;12.0;18.0;-1;-1;1;1250
39250;"Hops";110;158;230;250;274;0.25;1.05;0.2;50.0;36.0;48.0;-1;-1;1;1250
39350;"Lentils";105;115;155;182;215;0.25;0.95;0.3;50.0;6.0;30.0;-1;-1;1;1250
39450;"Onions (dry)";90;122;162;212;239;0.5;0.95;0.55;35.0;2.4;18.0;-1;-1;1;1250
39550;"Onions (green)";74;99;129;139;144;0.5;1.0;1.0;35.0;6.0;18.0;-1;-1;1;1250
39650;"Peaches";110;112;145;220;278;0.39;1.12;0.5;50.0;36.0;36.0;-1;-1;1;1250
39750;"Pears";110;112;149;226;278;0.39;1.15;0.5;50.0;36.0;36.0;-1;-1;1;1250
39850;"Pears_Plums";110;112;149;244;278;0.39;1.15;0.5;50.0;42.0;42.0;-1;-1;1;1250
39950;"Peas";90;97;163;174;198;0.3;0.95;0.5;40.0;6.0;30.0;-1;-1;1;1250
40050;"Peppermint";86;93;156;270;278;0.25;0.98;0.85;40.0;18.0;24.0;7;14;1;1250
40150;"Peppers";136;159;231;232;243;0.5;0.88;0.88;35.0;6.0;24.0;-1;-1;1;1250
40250;"Plums";110;112;149;239;278;0.2;1.05;0.5;50.0;36.0;36.0;-1;-1;1;1250
40350;"Potatoes";127;140;186;220;253;0.4;0.99;0.56;35.0;12.0;24.0;-1;-1;1;1250
40450;"Pumpkin";136;161;212;250;278;0.42;0.83;0.67;45.0;6.0;36.0;-1;-1;1;1250
40550;"Radishes";95;96;110;123;125;0.53;0.72;0.67;40.0;6.0;12.0;-1;-1;1;1250
40650;"Raspberries";90;95;144;227;278;0.2;1.08;0.7;50.0;42.0;48.0;-1;-1;1;1250
40750;"Safflower";90;98;143;193;220;0.2;1.08;0.25;55.0;6.0;60.0;-1;-1;1;1250
40850;"Sorghum";130;150;185;230;260;0.25;0.9;0.85;55.0;6.0;24.0;-1;-1;1;1250
40950;"Soybeans";121;140;175;235;260;0.36;0.96;0.3;55.0;6.0;36.0;-1;-1;1;1250
41050;"Spearmint";110;124;165;212;243;0.25;0.93;0.8;40.0;18.0;24.0;7;14;1;1250
41150;"Strawberries";80;93;164;207;278;0.33;0.7;0.55;30.0;12.0;18.0;-1;-1;1;1250
41250;"Sugarbeets";117;135;195;239;276;0.25;0.94;0.7;50.0;3.6;36.0;-1;-1;1;1250
41350;"Sunflowers";105;130;165;210;234;0.25;0.92;0.29;65.0;6.0;54.0;-1;-1;1;1250
41450;"Tomatoes";136;153;195;229;243;0.5;0.95;0.7;40.0;6.0;36.0;-1;-1;1;1250
41550;"Tubers";80;93;164;207;278;0.42;0.92;0.79;40.0;6.0;42.0;-1;-1;1;1250
41650;"Vegetables";117;135;195;239;276;0.4;0.88;0.79;35.0;2.4;18.0;-1;-1;1;1250
41750;"Watermelon";105;130;165;210;234;0.33;0.85;0.85;35.0;6.0;42.0;-1;-1;1;1250
41850;"Wheat (spring)";92;100;160;195;213;0.25;0.95;0.7;50.0;3.6;36.0;-1;-1;1;1250
41950;"Wheat (winter)";66;85;128;184;196;0.25;0.95;0.7;50.0;12.0;36.0;-1;-1;1;1250
42050;"Alfalfa";98;107;129;163;271;0.33;1.07;0.95;55.0;48.0;48.0;6;12;1;1350
42150;"Apples";107;119;156;239;283;0.39;1.05;0.5;50.0;36.0;36.0;-1;-1;1;1350
42250;"Apricots";107;119;156;220;271;0.39;1.1;0.5;50.0;36.0;36.0;-1;-1;1;1350
42350;"Asparagus";127;137;213;253;271;0.36;1.0;0.87;55.0;36.0;48.0;-1;-1;1;1350
42450;"Barley";99;107;163;195;206;0.3;0.88;0.7;50.0;3.6;36.0;-1;-1;1;1350
42550;"Beans (dry)";153;163;198;213;235;0.25;0.95;0.3;50.0;4.8;24.0;-1;-1;1;1350
42650;"Beans (green)";153;157;187;193;204;0.25;0.95;0.8;40.0;4.8;24.0;-1;-1;1;1350
42750;"Beets (table)";124;142;202;232;269;0.4;0.88;0.79;35.0;2.4;30.0;-1;-1;1;1350
42850;"Bluegrass Seed";79;87;133;152;185;0.25;0.95;0.25;50.0;12.0;30.0;-1;-1;1;1350
42950;"Canola";83;90;129;157;176;0.35;0.9;0.35;55.0;6.0;48.0;-1;-1;1;1350
43050;"Cheatgrass";67;69;90;105;130;0.25;0.8;0.25;65.0;6.0;30.0;-1;-1;1;1350
43150;"Cherries";117;119;148;213;271;0.39;1.12;0.5;50.0;42.0;42.0;-1;-1;1;1350
43250;"Clover";98;102;124;237;271;0.33;0.92;0.75;45.0;24.0;30.0;6;12;1;1350
43350;"Corn (grain)";142;158;206;231;252;0.25;1.0;0.75;50.0;5.0;36.0;-1;-1;1;1350
43450;"Corn (sweet)";137;152;210;227;233;0.25;1.0;0.86;40.0;4.8;30.0;-1;-1;1;1350
43550;"Grain (Spring)";99;107;163;195;206;0.25;0.95;0.7;50.0;4.0;36.0;-1;-1;1;1350
43650;"Grain (Winter)";74;90;135;184;196;0.25;0.95;0.7;55.0;12.0;36.0;-1;-1;1;1350
43750;"Grapes (juice)";117;121;187;268;271;0.25;0.9;0.75;40.0;36.0;36.0;-1;-1;1;1350
43850;"Grapes (wine)";117;142;217;270;271;0.15;0.7;0.7;65.0;36.0;36.0;-1;-1;1;1350
43950;"Grass (Hay)";87;97;127;202;271;0.5;0.9;0.72;50.0;24.0;30.0;5;12;1;1350
44050;"Grass (Pasture)";87;94;125;237;271;0.25;0.65;0.5;50.0;24.0;30.0;-1;-1;1;1350
44150;"Grass (Tall Pasture)";87;94;125;237;271;0.25;0.75;0.5;50.0;24.0;30.0;-1;-1;1;1350
44250;"Grass (Turf)";79;87;115;237;271;0.6;0.65;0.65;50.0;12.0;18.0;-1;-1;1;1350
44350;"Hops";117;158;230;258;267;0.25;1.05;0.2;50.0;36.0;48.0;-1;-1;1;1350
44450;"Lentils";112;121;161;181;208;0.25;0.95;0.3;50.0;6.0;30.0;-1;-1;1;1350
44550;"Onions (dry)";97;121;169;205;232;0.5;0.95;0.55;35.0;2.4;18.0;-1;-1;1;1350
44650;"Onions (green)";81;99;130;132;137;0.5;1.0;1.0;35.0;6.0;18.0;-1;-1;1;1350
44750;"Ornamental Flowers";124;142;202;232;256;0.4;0.88;0.79;35.0;2.4;30.0;-1;-1;1;1350
44850;"Peaches";117;119;152;217;271;0.39;1.12;0.5;50.0;36.0;36.0;-1;-1;1;1350
44950;"Pears";117;119;156;224;271;0.39;1.15;0.5;50.0;36.0;36.0;-1;-1;1;1350
45050;"Pears_Plums";117;119;156;237;271;0.39;1.15;0.5;50.0;42.0;42.0;-1;-1;1;1350
45150;"Peas";97;104;161;171;191;0.3;0.95;0.5;40.0;6.0;30.0;-1;-1;1;1350
45250;"Peppermint";93;100;163;263;271;0.25;0.98;0.85;40.0;18.0;24.0;7;14;1;1350
45350;"Peppers";143;160;170;239;250;0.5;0.88;0.88;35.0;6.0;24.0;-1;-1;1;1350
45450;"Plums";117;119;156;236;271;0.2;1.05;0.5;50.0;36.0;36.0;-1;-1;1;1350
45550;"Potatoes";134;145;193;219;248;0.4;0.99;0.56;35.0;12.0;24.0;-1;-1;1;1350
45650;"Pumpkin";143;166;219;246;273;0.42;0.83;0.67;45.0;6.0;36.0;-1;-1;1;1350
45750;"Radishes";102;103;121;123;125;0.53;0.72;0.67;40.0;6.0;12.0;-1;-1;1;1350
45850;"Raspberries";97;102;151;228;271;0.2;1.08;0.7;50.0;42.0;48.0;-1;-1;1;1350
45950;"Safflower";97;105;150;191;218;0.2;1.08;0.25;55.0;6.0;60.0;-1;-1;1;1350
46050;"Shade Trees";107;119;156;233;283;0.39;1.05;0.5;50.0;42.0;42.0;-1;-1;1;1350
46150;"Shrubs";97;102;151;220;271;0.2;1.08;0.7;50.0;36.0;36.0;-1;-1;1;1350
46250;"Sorghum";137;154;192;227;253;0.25;0.9;0.85;55.0;6.0;24.0;-1;-1;1;1350
46350;"Soybeans";128;145;182;232;253;0.36;0.96;0.3;55.0;6.0;36.0;-1;-1;1;1350
46450;"Spearmint";117;131;172;209;242;0.25;0.93;0.8;40.0;18.0;24.0;7;14;1;1350
46550;"Strawberries";87;97;171;204;271;0.33;0.7;0.55;30.0;12.0;18.0;-1;-1;1;1350
46650;"Sugarbeets";124;140;202;237;274;0.25;0.94;0.7;50.0;3.6;36.0;-1;-1;1;1350
46750;"Sunflowers";112;135;172;203;227;0.25;0.92;0.29;65.0;6.0;54.0;-1;-1;1;1350
46850;"Tomatoes";143;160;202;227;242;0.5;0.95;0.7;40.0;6.0;36.0;-1;-1;1;1350
46950;"Tubers";87;100;171;205;271;0.42;0.92;0.79;40.0;6.0;42.0;-1;-1;1;1350
47050;"Vegetables";124;142;202;234;269;0.4;0.88;0.79;35.0;2.4;18.0;-1;-1;1;1350
47150;"Watermelon";112;132;172;206;234;0.33;0.85;0.85;35.0;6.0;42.0;-1;-1;1;1350
47250;"Wheat (spring)";99;107;163;195;206;0.25;0.95;0.7;50.0;3.6;36.0;-1;-1;1;1350
47350;"Wheat (winter)";74;90;135;184;196;0.25;0.95;0.7;50.0;12.0;36.0;-1;-1;1;1350
47450;"Grass (Hay)";80;90;120;209;278;0.5;0.9;0.72;50.0;24.0;30.0;5;12;1;1250
47550;"Alfalfa seed";91;100;122;168;230;0.33;1.07;0.3;55.0;54.0;54.0;-1;-1;1;720
47650;"Carrot seed";60;119;160;230;275;0.4;0.9;0.3;35.0;4.0;15.0;-1;-1;1;720
47750;"Corn (silage)";135;160;201;236;255;0.25;1.1;1.1;50.0;5.0;36.0;-1;-1;1;720
47850;"Potato (seed)";127;148;186;225;226;0.4;0.78;0.78;35.0;12.0;20.0;-1;-1;1;720
47950;"Alfalfa seed";91;100;122;168;230;0.33;1.07;0.3;55.0;54.0;54.0;-1;-1;1;820
48050;"Carrot seed";60;119;160;230;275;0.4;0.9;0.3;35.0;4.0;15.0;-1;-1;1;820
48150;"Corn (silage)";135;160;201;236;255;0.25;1.1;1.1;50.0;5.0;36.0;-1;-1;1;820
48250;"Potato (seed)";127;148;186;225;226;0.4;0.78;0.78;35.0;12.0;20.0;-1;-1;1;820
48450;"Almonds";110;112;145;220;278;0.39;1.12;0.5;50.0;36.0;36.0;-1;-1;1;820
